UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
SP,35.0,6359.0,Bertioga,66873.0
SP,35.0,6409.0,Bilac,7455.0
SP,35.0,6508.0,Birigui,122988.0
SP,35.0,6607.0,Biritiba Mirim,30526.0
SP,35.0,6706.0,Boa Esperança do Sul,13135.0
SP,35.0,6805.0,Bocaina,11467.0
SP,35.0,6904.0,Bofete,10688.0
SP,35.0,7001.0,Boituva,63415.0
SP,35.0,7100.0,Bom Jesus dos Perdões,22501.0
SP,35.0,7159.0,Bom Sucesso de Itararé,3610.0
SP,35.0,7209.0,Borá,928.0
SP,35.0,7308.0,Boracéia,4823.0
SP,35.0,7407.0,Borborema,14415.0
SP,35.0,7456.0,Borebi,2787.0
SP,35.0,7506.0,Botucatu,150442.0
SP,35.0,7605.0,Bragança Paulista,184634.0
SP,35.0,7704.0,Braúna,5466.0
SP,35.0,7753.0,Brejo Alegre,2605.0
SP,35.0,7803.0,Brodowski,26167.0
SP,35.0,7902.0,Brotas,24423.0
SP,35.0,8009.0,Buri,20674.0
SP,35.0,8108.0,Buritama,17597.0
SP,35.0,8207.0,Buritizal,4447.0
SP,35.0,8306.0,Cabrália Paulista,4362.0
SP,35.0,8405.0,Cabreúva,48473.0
SP,35.0,8504.0,Caçapava,99678.0
SP,35.0,8603.0,Cachoeira Paulista,32482.0
SP,35.0,8702.0,Caconde,17266.0
SP,35.0,8801.0,Cafelândia,16905.0
SP,35.0,8900.0,Caiabu,3745.0
SP,35.0,9007.0,Caieiras,98257.0
SP,35.0,9106.0,Caiuá,5585.0
SP,35.0,9205.0,Cajamar,97363.0
SP,35.0,9254.0,Cajati,29257.0
SP,35.0,9304.0,Cajobi,9232.0
SP,35.0,9403.0,Cajuru,24217.0
SP,35.0,9452.0,Campina do Monte Alegre,6077.0
SP,35.0,9502.0,Campinas,1185977.0
SP,35.0,9601.0,Campo Limpo Paulista,79663.0
SP,35.0,9700.0,Campos do Jordão,47983.0
SP,35.0,9809.0,Campos Novos Paulista,4991.0
SP,35.0,9908.0,Cananéia,12489.0
SP,35.0,9957.0,Canas,5049.0
SP,35.0,10005.0,Cândido Mota,30172.0
SP,35.0,10104.0,Cândido Rodrigues,2951.0
SP,35.0,10153.0,Canitar,6524.0
SP,35.0,10203.0,Capão Bonito,47403.0
SP,35.0,10302.0,Capela do Alto,23597.0
SP,35.0,10401.0,Capivari,51318.0
SP,35.0,10500.0,Caraguatatuba,141084.0
SP,35.0,10609.0,Carapicuíba,398462.0
SP,35.0,10708.0,Cardoso,11491.0
SP,35.0,10807.0,Casa Branca,28786.0
SP,35.0,10906.0,Cássia dos Coqueiros,2855.0
SP,35.0,11003.0,Castilho,20418.0
SP,35.0,11102.0,Catanduva,119172.0
SP,35.0,11201.0,Catiguá,7105.0
SP,35.0,11300.0,Cedral,13160.0
SP,35.0,11409.0,Cerqueira César,22076.0
SP,35.0,11508.0,Cerquilho,46217.0
SP,35.0,11607.0,Cesário Lange,19588.0
SP,35.0,11706.0,Charqueada,15798.0
SP,35.0,11904.0,Clementina,7087.0
SP,35.0,12001.0,Colina,18842.0
SP,35.0,12100.0,Colômbia,6781.0
SP,35.0,12209.0,Conchal,29034.0
SP,35.0,12308.0,Conchas,15381.0
SP,35.0,12407.0,Cordeirópolis,25130.0
SP,35.0,12506.0,Coroados,5498.0
SP,35.0,12605.0,Coronel Macedo,4295.0
SP,35.0,12704.0,Corumbataí,4285.0
SP,35.0,12803.0,Cosmópolis,61204.0
SP,35.0,12902.0,Cosmorama,8968.0
SP,35.0,13009.0,Cotia,287004.0
SP,35.0,13108.0,Cravinhos,34252.0
SP,35.0,13207.0,Cristais Paulista,9543.0
SP,35.0,13306.0,Cruzália,2129.0
SP,35.0,13405.0,Cruzeiro,76513.0
SP,35.0,13504.0,Cubatão,115082.0
SP,35.0,13603.0,Cunha,22456.0
SP,35.0,13702.0,Descalvado,32622.0
SP,35.0,13801.0,Diadema,404118.0
SP,35.0,13850.0,Dirce Reis,1641.0
SP,35.0,13900.0,Divinolândia,11314.0
SP,35.0,14007.0,Dobrada,8958.0
SP,35.0,14106.0,Dois Córregos,24855.0
SP,35.0,14205.0,Dolcinópolis,2250.0
SP,35.0,14304.0,Dourado,8186.0
SP,35.0,14403.0,Dracena,46664.0
SP,35.0,14502.0,Duartina,12529.0
SP,35.0,14601.0,Dumont,9719.0
SP,35.0,14700.0,Echaporã,6295.0
SP,35.0,14809.0,Eldorado,13162.0
SP,35.0,14908.0,Elias Fausto,18103.0
SP,35.0,14924.0,Elisiário,3189.0
SP,35.0,14957.0,Embaúba,2353.0
SP,35.0,15004.0,Embu das Artes,259323.0
SP,35.0,15103.0,Embu-Guaçu,68805.0
SP,35.0,15129.0,Emilianópolis,3062.0
SP,35.0,15152.0,Engenheiro Coelho,20139.0
SP,35.0,15186.0,Espírito Santo do Pinhal,40681.0
SP,35.0,15194.0,Espírito Santo do Turvo,4217.0
SP,35.0,15202.0,Estrela d'Oeste,9655.0
SP,35.0,15301.0,Estrela do Norte,2749.0
SP,35.0,15350.0,Euclides da Cunha Paulista,7928.0
SP,35.0,15400.0,Fartura,16984.0
SP,35.0,15509.0,Fernandópolis,73286.0
SP,35.0,15608.0,Fernando Prestes,6066.0
SP,35.0,15657.0,Fernão,1689.0
SP,35.0,15707.0,Ferraz de Vasconcelos,185622.0
SP,35.0,15806.0,Flora Rica,1492.0
SP,35.0,15905.0,Floreal,2756.0
SP,35.0,16002.0,Flórida Paulista,13171.0
SP,35.0,16101.0,Florínea,3987.0
SP,35.0,16200.0,Franca,364331.0
SP,35.0,16309.0,Francisco Morato,171107.0
SP,35.0,16408.0,Franco da Rocha,149786.0
SP,35.0,16507.0,Gabriel Monteiro,2811.0
SP,35.0,16606.0,Gália,6435.0
SP,35.0,16705.0,Garça,43115.0
SP,35.0,16804.0,Gastão Vidigal,3235.0
SP,35.0,16853.0,Gavião Peixoto,4797.0
SP,35.0,16903.0,General Salgado,10449.0
SP,35.0,17000.0,Getulina,10355.0
SP,35.0,17109.0,Glicério,4173.0
SP,35.0,17208.0,Guaiçara,11459.0
SP,35.0,17307.0,Guaimbê,5606.0
SP,35.0,17406.0,Guaíra,40424.0
SP,35.0,17505.0,Guapiaçu,22316.0
SP,35.0,17604.0,Guapiara,17256.0
SP,35.0,17703.0,Guará,18790.0
SP,35.0,17802.0,Guaraçaí,7486.0
SP,35.0,17901.0,Guaraci,10542.0
SP,35.0,18008.0,Guarani d'Oeste,1999.0
SP,35.0,18107.0,Guarantã,6531.0
SP,35.0,18206.0,Guararapes,31872.0
SP,35.0,18305.0,Guararema,32436.0
SP,35.0,18404.0,Guaratinguetá,121710.0
SP,35.0,18503.0,Guareí,15268.0
SP,35.0,18602.0,Guariba,38609.0
SP,35.0,18701.0,Guarujá,294973.0
SP,35.0,18800.0,Guarulhos,1345364.0
SP,35.0,18859.0,Guatapará,7462.0
SP,35.0,18909.0,Guzolândia,4276.0
SP,35.0,19006.0,Herculândia,9302.0
SP,35.0,19055.0,Holambra,15596.0
SP,35.0,19071.0,Hortolândia,247331.0
SP,35.0,19105.0,Iacanga,10633.0
SP,35.0,19204.0,Iacri,6207.0
SP,35.0,19253.0,Iaras,8257.0
SP,35.0,19303.0,Ibaté,33110.0
SP,35.0,19402.0,Ibirá,11934.0
SP,35.0,19501.0,Ibirarema,6461.0
SP,35.0,19600.0,Ibitinga,61908.0
SP,35.0,19709.0,Ibiúna,77651.0
SP,35.0,19808.0,Icém,7969.0
SP,35.0,19907.0,Iepê,7739.0
SP,35.0,20004.0,Igaraçu do Tietê,23430.0
SP,35.0,20103.0,Igarapava,26755.0
SP,35.0,20202.0,Igaratá,10904.0
SP,35.0,20301.0,Iguape,29881.0
SP,35.0,20400.0,Ilhabela,36329.0
SP,35.0,20426.0,Ilha Comprida,13955.0
SP,35.0,20442.0,Ilha Solteira,26240.0
SP,35.0,20509.0,Indaiatuba,267796.0
SP,35.0,20608.0,Indiana,5191.0
SP,35.0,20707.0,Indiaporã,4109.0
SP,35.0,20806.0,Inúbia Paulista,3671.0
SP,35.0,20905.0,Ipaussu,13933.0
SP,35.0,21002.0,Iperó,37999.0
SP,35.0,21101.0,Ipeúna,6999.0
SP,35.0,21150.0,Ipiguá,7037.0
SP,35.0,21200.0,Iporanga,4091.0
SP,35.0,21309.0,Ipuã,14691.0
SP,35.0,21408.0,Iracemápolis,22435.0
SP,35.0,21507.0,Irapuã,6946.0
SP,35.0,21606.0,Irapuru,7145.0
SP,35.0,21705.0,Itaberá,18258.0
SP,35.0,21804.0,Itaí,25930.0
SP,35.0,21903.0,Itajobi,17420.0
SP,35.0,22000.0,Itaju,3702.0
SP,35.0,22109.0,Itanhaém,117435.0
SP,35.0,22158.0,Itaoca,3490.0
SP,35.0,22208.0,Itapecerica da Serra,163928.0
SP,35.0,22307.0,Itapetininga,163774.0
SP,35.0,22406.0,Itapeva,92324.0
SP,35.0,22505.0,Itapevi,241924.0
SP,35.0,22604.0,Itapira,73919.0
SP,35.0,22653.0,Itapirapuã Paulista,4405.0
SP,35.0,22703.0,Itápolis,40464.0
SP,35.0,22802.0,Itaporanga,14260.0
SP,35.0,22901.0,Itapuí,13984.0
SP,35.0,23008.0,Itapura,4014.0
SP,35.0,23107.0,Itaquaquecetuba,382521.0
SP,35.0,23206.0,Itararé,45327.0
SP,35.0,23305.0,Itariri,15762.0
SP,35.0,23404.0,Itatiba,126403.0
SP,35.0,23503.0,Itatinga,19427.0
SP,35.0,23602.0,Itirapina,16433.0
SP,35.0,23701.0,Itirapuã,5861.0
SP,35.0,23800.0,Itobi,8210.0
SP,35.0,23909.0,Itu,174561.0
SP,35.0,24006.0,Itupeva,74119.0
SP,35.0,24105.0,Ituverava,38451.0
SP,35.0,24204.0,Jaborandi,6293.0
SP,35.0,24303.0,Jaboticabal,73467.0
SP,35.0,24402.0,Jacareí,249968.0
SP,35.0,24501.0,Jaci,7878.0
SP,35.0,24600.0,Jacupiranga,16254.0
SP,35.0,24709.0,Jaguariúna,61801.0
SP,35.0,24808.0,Jales,50017.0
SP,35.0,24907.0,Jambeiro,6575.0
SP,35.0,25003.0,Jandira,121988.0
SP,35.0,25102.0,Jardinópolis,46868.0
SP,35.0,25201.0,Jarinu,39531.0
SP,35.0,25300.0,Jaú,137323.0
SP,35.0,25409.0,Jeriquara,3976.0
SP,35.0,25508.0,Joanópolis,13095.0
SP,35.0,25607.0,João Ramalho,4456.0
SP,35.0,25706.0,José Bonifácio,37859.0
SP,35.0,25805.0,Júlio Mesquita,4308.0
SP,35.0,25854.0,Jumirim,3123.0
SP,35.0,25904.0,Jundiaí,460313.0
SP,35.0,26001.0,Junqueirópolis,20878.0
SP,35.0,26100.0,Juquiá,17255.0
SP,35.0,26209.0,Juquitiba,28007.0
SP,35.0,26308.0,Lagoinha,5182.0
SP,35.0,26407.0,Laranjal Paulista,27009.0
SP,35.0,26506.0,Lavínia,9909.0
SP,35.0,26605.0,Lavrinhas,7328.0
SP,35.0,26704.0,Leme,101316.0
SP,35.0,26803.0,Lençóis Paulista,68395.0
SP,35.0,26902.0,Limeira,300728.0
SP,35.0,27009.0,Lindóia,7147.0
SP,35.0,27108.0,Lins,76729.0
SP,35.0,27207.0,Lorena,87370.0
SP,35.0,27256.0,Lourdes,1968.0
SP,35.0,27306.0,Louveira,54111.0
SP,35.0,27405.0,Lucélia,20372.0
SP,35.0,27504.0,Lucianópolis,2419.0
SP,35.0,27603.0,Luís Antônio,12531.0
SP,35.0,27702.0,Luiziânia,4751.0
SP,35.0,27801.0,Lupércio,4017.0
SP,35.0,27900.0,Lutécia,2699.0
SP,35.0,28007.0,Macatuba,17120.0
SP,35.0,28106.0,Macaubal,7587.0
SP,35.0,28205.0,Macedônia,4048.0
SP,35.0,28304.0,Magda,3212.0
SP,35.0,28403.0,Mairinque,51660.0
SP,35.0,28502.0,Mairiporã,97399.0
SP,35.0,28601.0,Manduri,10092.0
SP,35.0,28700.0,Marabá Paulista,4627.0
SP,35.0,28809.0,Maracaí,12826.0
SP,35.0,28858.0,Marapoama,3392.0
SP,35.0,28908.0,Mariápolis,3539.0
SP,35.0,29005.0,Marília,246627.0
SP,35.0,29104.0,Marinópolis,1870.0
SP,35.0,29203.0,Martinópolis,25299.0
SP,35.0,29302.0,Matão,80998.0
SP,35.0,29401.0,Mauá,429380.0
SP,35.0,29500.0,Mendonça,6369.0
SP,35.0,29609.0,Meridiano,4697.0
SP,35.0,29658.0,Mesópolis,1988.0
SP,35.0,29708.0,Miguelópolis,19655.0
SP,35.0,29807.0,Mineiros do Tietê,11349.0
SP,35.0,29906.0,Miracatu,18679.0
SP,35.0,30003.0,Mira Estrela,3199.0
SP,35.0,30102.0,Mirandópolis,28737.0
SP,35.0,30201.0,Mirante do Paranapanema,16069.0
SP,35.0,30300.0,Mirassol,65485.0
SP,35.0,30409.0,Mirassolândia,4771.0
SP,35.0,30508.0,Mococa,69324.0
SP,35.0,30607.0,Mogi das Cruzes,468120.0
SP,35.0,30706.0,Mogi Guaçu,159735.0
SP,35.0,30805.0,Mogi Mirim,95534.0
SP,35.0,30904.0,Mombuca,3815.0
SP,35.0,31001.0,Monções,1954.0
SP,35.0,31100.0,Mongaguá,64519.0
SP,35.0,31209.0,Monte Alegre do Sul,8873.0
SP,35.0,31308.0,Monte Alto,48725.0
SP,35.0,31407.0,Monte Aprazível,22650.0
SP,35.0,31506.0,Monte Azul Paulista,18363.0
SP,35.0,31605.0,Monte Castelo,4301.0
SP,35.0,31704.0,Monteiro Lobato,4205.0
SP,35.0,31803.0,Monte Mor,67296.0
SP,35.0,31902.0,Morro Agudo,28561.0
SP,35.0,32009.0,Morungaba,14081.0
SP,35.0,32058.0,Motuca,4079.0
SP,35.0,32108.0,Murutinga do Sul,3763.0
SP,35.0,32157.0,Nantes,2699.0
SP,35.0,32207.0,Narandiba,5908.0
SP,35.0,32306.0,Natividade da Serra,7134.0
SP,35.0,32405.0,Nazaré Paulista,18620.0
SP,35.0,32504.0,Neves Paulista,9921.0
SP,35.0,32603.0,Nhandeara,9944.0
SP,35.0,32702.0,Nipoã,4860.0
SP,35.0,32801.0,Nova Aliança,6858.0
SP,35.0,32827.0,Nova Campina,8631.0
SP,35.0,32843.0,Nova Canaã Paulista,2058.0
SP,35.0,32868.0,Nova Castilho,1074.0
SP,35.0,32900.0,Nova Europa,9459.0
SP,35.0,33007.0,Nova Granada,19725.0
SP,35.0,33106.0,Nova Guataporanga,2188.0
SP,35.0,33205.0,Nova Independência,4795.0
SP,35.0,33254.0,Novais,4469.0
SP,35.0,33304.0,Nova Luzitânia,2838.0
SP,35.0,33403.0,Nova Odessa,64228.0
SP,35.0,33502.0,Novo Horizonte,39435.0
SP,35.0,33601.0,Nuporanga,7550.0
SP,35.0,33700.0,Ocauçu,4412.0
SP,35.0,33809.0,Óleo,2540.0
SP,35.0,33908.0,Olímpia,56701.0
SP,35.0,34005.0,Onda Verde,4912.0
SP,35.0,34104.0,Oriente,6180.0
SP,35.0,34203.0,Orindiúva,6145.0
SP,35.0,34302.0,Orlândia,39193.0
SP,35.0,34401.0,Osasco,756952.0
SP,35.0,34500.0,Oscar Bressane,2504.0
SP,35.0,34609.0,Osvaldo Cruz,32099.0
SP,35.0,34708.0,Ourinhos,106877.0
SP,35.0,34757.0,Ouroeste,10596.0
SP,35.0,34807.0,Ouro Verde,7901.0
SP,35.0,34906.0,Pacaembu,15217.0
SP,35.0,35002.0,Palestina,11689.0
SP,35.0,35101.0,Palmares Paulista,9709.0
SP,35.0,35200.0,Palmeira d'Oeste,8994.0
SP,35.0,35309.0,Palmital,19767.0
SP,35.0,35408.0,Panorama,15214.0
SP,35.0,35507.0,Paraguaçu Paulista,42087.0
SP,35.0,35606.0,Paraibuna,17950.0
SP,35.0,35705.0,Paraíso,6211.0
SP,35.0,35804.0,Paranapanema,19799.0
SP,35.0,35903.0,Paranapuã,4111.0
SP,35.0,36000.0,Parapuã,10729.0
SP,35.0,36109.0,Pardinho,7382.0
SP,35.0,36208.0,Pariquera-Açu,19576.0
SP,35.0,36257.0,Parisi,3001.0
SP,35.0,36307.0,Patrocínio Paulista,14837.0
SP,35.0,36406.0,Paulicéia,8200.0
SP,35.0,36505.0,Paulínia,115690.0
SP,35.0,36570.0,Paulistânia,2146.0
SP,35.0,36604.0,Paulo de Faria,7430.0
SP,35.0,36703.0,Pederneiras,46223.0
SP,35.0,36802.0,Pedra Bela,6718.0
SP,35.0,36901.0,Pedranópolis,2848.0
SP,35.0,37008.0,Pedregulho,15742.0
SP,35.0,37107.0,Pedreira,44332.0
SP,35.0,37156.0,Pedrinhas Paulista,2838.0
SP,35.0,37206.0,Pedro de Toledo,11539.0
SP,35.0,37305.0,Penápolis,63317.0
SP,35.0,37404.0,Pereira Barreto,24389.0
SP,35.0,37503.0,Pereiras,8969.0
SP,35.0,37602.0,Peruíbe,70543.0
SP,35.0,37701.0,Piacatu,5623.0
SP,35.0,37800.0,Piedade,54237.0
SP,35.0,37909.0,Pilar do Sul,28417.0
SP,35.0,38006.0,Pindamonhangaba,172027.0
SP,35.0,38105.0,Pindorama,14721.0
SP,35.0,38204.0,Pinhalzinho,15605.0
SP,35.0,38303.0,Piquerobi,3296.0
SP,35.0,38501.0,Piquete,12570.0
SP,35.0,38600.0,Piracaia,26764.0
SP,35.0,38709.0,Piracicaba,438827.0
SP,35.0,38808.0,Piraju,30261.0
SP,35.0,38907.0,Pirajuí,22743.0
SP,35.0,39004.0,Pirangi,11076.0
SP,35.0,39103.0,Pirapora do Bom Jesus,18836.0
SP,35.0,39202.0,Pirapozinho,26065.0
SP,35.0,39301.0,Pirassununga,75475.0
SP,35.0,39400.0,Piratininga,15554.0
SP,35.0,39509.0,Pitangueiras,34416.0
SP,35.0,39608.0,Planalto,4454.0
SP,35.0,39707.0,Platina,3061.0
SP,35.0,39806.0,Poá,106431.0
SP,35.0,39905.0,Poloni,5696.0
SP,35.0,40002.0,Pompéia,20512.0
SP,35.0,40101.0,Pongaí,3443.0
SP,35.0,40200.0,Pontal,38376.0
SP,35.0,40259.0,Pontalinda,4196.0
SP,35.0,40309.0,Pontes Gestal,2415.0
SP,35.0,40408.0,Populina,4185.0
SP,35.0,40507.0,Porangaba,10773.0
SP,35.0,40606.0,Porto Feliz,58345.0
SP,35.0,40705.0,Porto Ferreira,53940.0
SP,35.0,40754.0,Potim,20767.0
SP,35.0,40804.0,Potirendaba,18994.0
SP,35.0,40853.0,Pracinha,2599.0
SP,35.0,40903.0,Pradópolis,17309.0
SP,35.0,41000.0,Praia Grande,365577.0
SP,35.0,41059.0,Pratânia,5246.0
SP,35.0,41109.0,Presidente Alves,3841.0
SP,35.0,41208.0,Presidente Bernardes,14772.0
SP,35.0,41307.0,Presidente Epitácio,40383.0
SP,35.0,41406.0,Presidente Prudente,234083.0
SP,35.0,41505.0,Presidente Venceslau,35902.0
SP,35.0,41604.0,Promissão,35991.0
SP,35.0,41653.0,Quadra,3472.0
SP,35.0,41703.0,Quatá,13399.0
SP,35.0,41802.0,Queiroz,3351.0
SP,35.0,41901.0,Queluz,9146.0
SP,35.0,42008.0,Quintana,7225.0
SP,35.0,42107.0,Rafard,9133.0
SP,35.0,42206.0,Rancharia,29305.0
SP,35.0,42305.0,Redenção da Serra,4611.0
SP,35.0,42404.0,Regente Feijó,20565.0
SP,35.0,42503.0,Reginópolis,7808.0
SP,35.0,42602.0,Registro,61732.0
SP,35.0,42701.0,Restinga,6492.0
SP,35.0,42800.0,Ribeira,3166.0
SP,35.0,42909.0,Ribeirão Bonito,11079.0
SP,35.0,43006.0,Ribeirão Branco,18930.0
SP,35.0,43105.0,Ribeirão Corrente,4706.0
SP,35.0,43204.0,Ribeirão do Sul,4768.0
SP,35.0,43238.0,Ribeirão dos Índios,2045.0
SP,35.0,43253.0,Ribeirão Grande,7570.0
SP,35.0,43303.0,Ribeirão Pires,118877.0
SP,35.0,43402.0,Ribeirão Preto,728400.0
SP,35.0,43501.0,Riversul,5647.0
SP,35.0,43600.0,Rifaina,4158.0
SP,35.0,43709.0,Rincão,9145.0
SP,35.0,43808.0,Rinópolis,9357.0
SP,35.0,43907.0,Rio Claro,208857.0
SP,35.0,44004.0,Rio das Pedras,32267.0
SP,35.0,44103.0,Rio Grande da Serra,45317.0
SP,35.0,44202.0,Riolândia,10453.0
SP,35.0,44251.0,Rosana,17533.0
SP,35.0,44301.0,Roseira,11095.0
SP,35.0,44400.0,Rubiácea,2741.0
SP,35.0,44509.0,Rubinéia,3965.0
SP,35.0,44608.0,Sabino,5185.0
SP,35.0,44707.0,Sagres,2519.0
SP,35.0,44806.0,Sales,6612.0
SP,35.0,44905.0,Sales Oliveira,11654.0
SP,35.0,45001.0,Salesópolis,15396.0
SP,35.0,45100.0,Salmourão,4883.0
SP,35.0,45159.0,Saltinho,8371.0
SP,35.0,45209.0,Salto,140125.0
SP,35.0,45308.0,Salto de Pirapora,45138.0
SP,35.0,45407.0,Salto Grande,9212.0
SP,35.0,45506.0,Sandovalina,3699.0
SP,35.0,45605.0,Santa Adélia,14203.0
SP,35.0,45704.0,Santa Albertina,6543.0
SP,35.0,45803.0,Santa Bárbara d'Oeste,189338.0
SP,35.0,46009.0,Santa Branca,14212.0
SP,35.0,46108.0,Santa Clara d'Oeste,2677.0
SP,35.0,46207.0,Santa Cruz da Conceição,4365.0
SP,35.0,46256.0,Santa Cruz da Esperança,2162.0
SP,35.0,46306.0,Santa Cruz das Palmeiras,29525.0
SP,35.0,46405.0,Santa Cruz do Rio Pardo,47677.0
SP,35.0,46504.0,Santa Ernestina,6256.0
SP,35.0,46603.0,Santa Fé do Sul,36098.0
SP,35.0,46702.0,Santa Gertrudes,24107.0
SP,35.0,46801.0,Santa Isabel,54586.0
SP,35.0,46900.0,Santa Lúcia,7181.0
SP,35.0,47007.0,Santa Maria da Serra,5314.0
SP,35.0,47106.0,Santa Mercedes,3012.0
SP,35.0,47205.0,Santana da Ponte Pensa,1698.0
SP,35.0,47304.0,Santana de Parnaíba,162341.0
SP,35.0,47403.0,Santa Rita d'Oeste,2790.0
SP,35.0,47502.0,Santa Rita do Passa Quatro,25060.0
SP,35.0,47601.0,Santa Rosa de Viterbo,23725.0
SP,35.0,47650.0,Santa Salete,1686.0
SP,35.0,47700.0,Santo Anastácio,18045.0
SP,35.0,47809.0,Santo André,778711.0
SP,35.0,47908.0,Santo Antônio da Alegria,6917.0
SP,35.0,48005.0,Santo Antônio de Posse,23779.0
SP,35.0,48054.0,Santo Antônio do Aracanguá,8568.0
SP,35.0,48104.0,Santo Antônio do Jardim,6237.0
SP,35.0,48203.0,Santo Antônio do Pinhal,7294.0
SP,35.0,48302.0,Santo Expedito,3063.0
SP,35.0,48401.0,Santópolis do Aguapeí,3933.0
SP,35.0,48500.0,Santos,429567.0
SP,35.0,48609.0,São Bento do Sapucaí,11948.0
SP,35.0,48708.0,São Bernardo do Campo,840499.0
SP,35.0,48807.0,São Caetano do Sul,172109.0
SP,35.0,48906.0,São Carlos,265294.0
SP,35.0,49003.0,São Francisco,2629.0
SP,35.0,49102.0,São João da Boa Vista,95762.0
SP,35.0,49201.0,São João das Duas Pontes,2622.0
SP,35.0,49250.0,São João de Iracema,1880.0
SP,35.0,49300.0,São João do Pau d'Alho,2288.0
SP,35.0,49409.0,São Joaquim da Barra,49815.0
SP,35.0,49508.0,São José da Bela Vista,7690.0
SP,35.0,49607.0,São José do Barreiro,3898.0
SP,35.0,49706.0,São José do Rio Pardo,53416.0
SP,35.0,49805.0,São José do Rio Preto,501597.0
SP,35.0,49904.0,São José dos Campos,724756.0
SP,35.0,49953.0,São Lourenço da Serra,16458.0
SP,35.0,50001.0,São Luiz do Paraitinga,10497.0
SP,35.0,50100.0,São Manuel,38166.0
SP,35.0,50209.0,São Miguel Arcanjo,32904.0
SP,35.0,50308.0,São Paulo,11895578.0
SP,35.0,50407.0,São Pedro,39725.0
SP,35.0,50506.0,São Pedro do Turvo,7333.0
SP,35.0,50605.0,São Roque,81342.0
SP,35.0,50704.0,São Sebastião,84019.0
SP,35.0,50803.0,São Sebastião da Grama,10484.0
SP,35.0,50902.0,São Simão,13590.0
SP,35.0,51009.0,São Vicente,338407.0
SP,35.0,51108.0,Sarapuí,10632.0
